,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,지번주소,도로명주소,도로명우편번호,사업장명,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y)
285794,1,영업/정상,1,영업,서울특별시 강남구 역삼동 672-37번지 지상1층 ,서울특별시 강남구 언주로93길 30 (역삼동지상1층),6139,백운봉막국수,I,2018.8.31 23:59,한식,203421.3,444606.8726
282204,1,영업/정상,1,영업,서울특별시 강남구 수서동 713 수서현대벤쳐빌 ,서울특별시 강남구 밤고개로1길 10 수서현대벤쳐빌 지하2층 비217217-1호 (수서동),6349,백채 김치찌개 수서역점,U,2021.3.27 2:40,한식,208937.7607,442873.588
281737,1,영업/정상,1,영업,서울특별시 강남구 자곡동 658 강남힐스테이트에코 ,서울특별시 강남구 자곡로 202 강남힐스테이트에코 지상1층 107-1호 (자곡동),6373,백채 김치찌개 자곡점,I,2021.6.6 0:23,한식,209201.9614,441399.856
282432,1,영업/정상,1,영업,서울특별시 강남구 역삼동 645-29 지상1층 ,서울특별시 강남구 논현로95길 29-16 (역삼동지상1층),6131,백초밥,U,2020.10.22 2:40,한식,202929.6419,444313.0022
282585,1,영업/정상,1,영업,서울특별시 강남구 역삼동 662-18 강남텔레피아빌딩 ,서울특별시 강남구 언주로 527 강남텔레피아빌딩 지상1층 (역삼동),6138,백향목 스시,I,2021.12.11 0:22,일식,203560.4109,444802.3016
285453,1,영업/정상,1,영업,서울특별시 강남구 개포동 1236-2번지 ,서울특별시 강남구 논현로18길 10-6 지상1층 (개포동),6307,백향생선구이,U,2019.5.1 2:40,분식,203986.5713,441699.8326
284584,1,영업/정상,1,영업,서울특별시 강남구 역삼동 696-47번지 ,서울특별시 강남구 테헤란로55길 20 지상1층 (역삼동),6149,밸런스포인트,I,2018.8.31 23:59,기타,204099.1106,444850.8921
283730,1,영업/정상,1,영업,서울특별시 강남구 역삼동 637-36 ,서울특별시 강남구 강남대로94길 75 지상1층 103104호 (역삼동),6131,밸런스포케,I,2022.1.26 0:22,기타,202883.2316,444285.2774
281967,1,영업/정상,1,영업,서울특별시 강남구 청담동 63-11 라파빌딩 ,서울특별시 강남구 삼성로140길 6 라파빌딩 지하1층 (청담동),6073,뱀파이어 위켄드 청담,I,2021.8.22 0:22,경양식,204321.6036,446536.4176
41835,1,영업/정상,1,영업,서울특별시 강남구 논현동 146-11,서울특별시 강남구 강남대로124길 35 지상1층 103호 (논현동),6114,뱀파이어 치킨 06114 Vampire's chicken 06114,U,2021.12.7 23:09,외국음식전문점(인도태국등),202169.7034,445243.4971
284059,1,영업/정상,1,영업,서울특별시 강남구 신사동 663-0 ,서울특별시 강남구 언주로172길 54 (신사동),6018,뱃고동,U,2021.7.18 2:40,분식,203292.9624,447179.4856
288937,1,영업/정상,1,영업,서울특별시 강남구 역삼동 823-16 ,서울특별시 강남구 논현로85길 70 103호 (역삼동 823빌딩),6234,뱃살도둑 역삼점,U,2021.12.9 2:40,통닭(치킨),202801.2939,443952.3356
288698,1,영업/정상,1,영업,서울특별시 강남구 청담동 1-14번지 지상2층 ,서울특별시 강남구 도산대로56길 16 (청담동지상2층),6062,뱅 114,I,2018.8.31 23:59,경양식,203494.0097,446639.4727
287514,1,영업/정상,1,영업,서울특별시 강남구 신사동 634-1번지 지하1층 ,서울특별시 강남구 언주로168길 6 (신사동지하1층),6020,뱅가,U,2019.10.16 2:40,경양식,202932.1156,447130.1112
280317,1,영업/정상,1,영업,서울특별시 강남구 삼성동 114-32번지 ,서울특별시 강남구 선릉로108길 53 2층 (삼성동),6153,뱅따,I,2018.8.31 23:59,경양식,204211.5761,445406.9211
279855,1,영업/정상,1,영업,서울특별시 강남구 대치동 942-4 쥬비스타워 ,서울특별시 강남구 삼성로 434 쥬비스타워 지상1층 (대치동),6178,뱅앤로스,I,2021.1.27 0:23,한식,205029.2349,444833.2324
284460,1,영업/정상,1,영업,서울특별시 강남구 청담동 124-11 ,서울특별시 강남구 압구정로79길 32 1층 105호 (청담동),6012,버거박스,U,2022.2.11 2:40,기타,204334.5385,446977.3794
282480,1,영업/정상,1,영업,서울특별시 강남구 역삼동 736-1 캐피탈타워 ,서울특별시 강남구 테헤란로 142 캐피탈타워 지상1층 (역삼동),6236,버거베어 역삼 아크플레이스,U,2021.7.1 2:40,일식,203016.1838,444168.206
283779,1,영업/정상,1,영업,서울특별시 강남구 청담동 88-25 ,서울특별시 강남구 선릉로158길 14-1 지상1층 지상2층 (청담동),6014,버거샵,I,2022.1.20 0:22,기타,203572.0947,446988.9635
281966,1,영업/정상,1,영업,서울특별시 강남구 역삼동 813-4 ,서울특별시 강남구 봉은사로2길 31 지하1층 B102호 (역삼동),6123,버거스 올마이티 강남역점,I,2021.8.22 0:22,기타,202265.8968,444499.3185
284870,1,영업/정상,1,영업,서울특별시 강남구 수서동 716-0 사이룩스 1층 103호 ,서울특별시 강남구 광평로 295 (수서동사이룩스 1층 103호),6349,버거스하이 Burger's High,U,2021.6.9 2:40,경양식,209144.7832,442922.6113
279853,1,영업/정상,1,영업,서울특별시 강남구 대치동 908-8 태양빌딩 ,서울특별시 강남구 역삼로 416 태양빌딩 지상1층 (대치동),6199,버거앤프라이즈 대치점,I,2021.1.22 0:23,기타,204583.4841,444303.9699
469320,1,영업/정상,1,영업,서울특별시 강남구 삼성동 71-15 우창빌딩,서울특별시 강남구 삼성로 608 우창빌딩 지상1층 (삼성동),6086,버거앤프라이즈 삼성중앙점,U,2021.12.3 23:05,기타,204638.735,445739.79
279813,1,영업/정상,1,영업,서울특별시 강남구 신사동 578-3 ,서울특별시 강남구 논현로175길 15 12층 (신사동),6030,버거앤프라이즈 압구정점,I,2021.2.3 0:23,패밀리레스트랑,202352.368,447069.2141
283701,1,영업/정상,1,영업,서울특별시 강남구 대치동 941-24번지 ,서울특별시 강남구 도곡로 447 (대치동),6209,버거킹 대치점,I,2018.8.31 23:59,패스트푸드,205182.2017,444063.8215
285177,1,영업/정상,1,영업,서울특별시 강남구 역삼동 708-36번지 지상1 2층 ,서울특별시 강남구 선릉로 429 (역삼동지상1 2층),6212,버거킹선릉역점,I,2018.8.31 23:59,패스트푸드,204290.5001,444555.6712
282078,1,영업/정상,1,영업,서울특별시 강남구 역삼동 826-30 강남뉴스텔 ,서울특별시 강남구 테헤란로4길 34 강남뉴스텔 지상1층 101호 (역삼동),6241,버거파이브(일리니에프앤비),I,2021.9.9 0:22,기타,202615.015,443772.045
291533,1,영업/정상,1,영업,서울특별시 강남구 대치동 909-15번지 ,서울특별시 강남구 역삼로64길 7 지상1층 101호 (대치동),6200,버닝스톤,I,2018.11.4 2:36,경양식,204617.4495,444271.1098
291451,1,영업/정상,1,영업,서울특별시 강남구 논현동 141-7번지 세일빌딩 ,서울특별시 강남구 학동로2길 19 세일빌딩 지상1층 101-5호 (논현동),6110,버뮤다 드링크트럭,U,2020.6.24 2:40,김밥(도시락),201956.5614,445325.1984
283223,1,영업/정상,1,영업,서울특별시 강남구 대치동 995-22번지 ,서울특별시 강남구 테헤란로104길 10 (대치동),6174,버브리,I,2018.8.31 23:59,경양식,205664.6871,445138.1757
286707,1,영업/정상,1,영업,서울특별시 강남구 청담동 20-7,서울특별시 강남구 선릉로146길 29 지상2층 (청담동),6064,버블라운지,U,2021.12.7 22:00,기타,203662.2767,446632.467
288874,1,영업/정상,1,영업,서울특별시 강남구 신사동 643-18번지 지상1층 ,서울특별시 강남구 언주로170길 27 (신사동지상1층),6017,버블앤코클스,I,2018.8.31 23:59,경양식,203103.9602,447171.9128
280306,1,영업/정상,1,영업,서울특별시 강남구 신사동 566-14번지 ,서울특별시 강남구 논현로159길 17 1층 101호 (신사동),6032,버터밀크 비스킷,I,2018.8.31 23:59,경양식,202285.0594,446744.8893
169025,1,영업/정상,1,영업,서울특별시 강남구 신사동 662-11,서울특별시 강남구 언주로172길 59 지상1층 (신사동),6018,버터풀 앤 크리멀러스,U,2021.12.7 22:06,경양식,203347.4321,447194.4408
475968,1,영업/정상,1,영업,서울특별시 강남구 삼성동 152-68,서울특별시 강남구 테헤란로83길 47 지상1층 (삼성동),6166,버터풀앤크리멀러스,U,2021.12.7 22:01,기타,204917.7351,445356.0213
291005,1,영업/정상,1,영업,서울특별시 강남구 논현동 60-7번지 논현빌딩 ,서울특별시 강남구 도산대로 214 지상1층 (논현동),6047,버터플 & 크리멀러스,I,2019.7.5 2:21,기타,202603.0971,446412.3652
284554,1,영업/정상,1,영업,서울특별시 강남구 청담동 88-9 지상1층 ,서울특별시 강남구 선릉로152길 11 (청담동지상1층),6014,버터핑거팬케익스,U,2021.7.2 2:40,경양식,203505.2092,446897.6886
281893,1,영업/정상,1,영업,서울특별시 강남구 대치동 989-10 ,서울특별시 강남구 도곡로84길 6 지상1층 105호 (대치동),6282,버텍스 대치점,I,2021.8.29 0:22,기타,205456.995,444083.625
291381,1,영업/정상,1,영업,서울특별시 강남구 논현동 148번지 ,서울특별시 강남구 강남대로124길 74 지상1층 101호 일부 (논현동),6113,버텍스(Vertex),U,2020.2.27 2:40,일식,202366.6956,445455.3053
473954,1,영업/정상,1,영업,서울특별시 강남구 신사동 541-6,서울특별시 강남구 도산대로15길 15 지하1층 (신사동),6036,버튼스(VUTTONS),U,2021.12.8 22:03,경양식,202028.0462,446332.0872
283001,1,영업/정상,1,영업,서울특별시 강남구 청담동 125-16 용강빌딩 ,서울특별시 강남구 도산대로 535 지상4층 (청담동),6013,버틀러,U,2021.7.4 2:40,경양식,204526.0821,446991.1995
286881,1,영업/정상,1,영업,서울특별시 강남구 신사동 561번지 ,서울특별시 강남구 논현로151길 41 지상1층 102호 (신사동),6037,버틀러,I,2018.8.31 23:59,기타,202124.263,446374.6475
289085,1,영업/정상,1,영업,서울특별시 강남구 역삼동 734-22번지 지상1층 ,서울특별시 강남구 역삼로 209 지상1층 (역삼동),6224,버틀러커피,I,2018.8.31 23:59,경양식,203473.8465,443805.5673
282012,1,영업/정상,1,영업,서울특별시 강남구 논현동 63-21 ,서울특별시 강남구 언주로147길 6 지하1층 (논현동),6048,번(Burn),I,2021.8.19 0:22,라이브카페,202907.2848,446433.0881
290425,1,영업/정상,1,영업,서울특별시 강남구 역삼동 730-4 ,서울특별시 강남구 언주로 407 지상1층 102호 (역삼동),6225,번쩍피자,I,2022.3.20 0:22,기타,203811.5256,444135.9099
281200,1,영업/정상,1,영업,서울특별시 강남구 신사동 646-22 ,서울특별시 강남구 언주로164길 41 지상1층 (신사동),6020,번치스(Bunches),I,2021.3.5 0:23,기타,203193.4289,447019.2815
281241,1,영업/정상,1,영업,서울특별시 강남구 논현동 225-6 논현 아이파크 ,서울특별시 강남구 언주로 615 논현 아이파크 103동 지하1층 비126호 (논현동),6107,번트(Burnt)265,U,2021.2.17 2:40,기타,203108.3618,445369.4291
284894,1,영업/정상,1,영업,서울특별시 강남구 삼성동 159-7번지 현대백화점 ,서울특별시 강남구 테헤란로 517 현대백화점 지하1층 (삼성동),6164,번패티번 현대백화점 무역센터점,I,2018.8.31 23:59,기타,205210.3588,445154.4223
286539,1,영업/정상,1,영업,서울특별시 강남구 수서동 450-8 ,서울특별시 강남구 광평로46길 7 (수서동),6362,벌교한상,U,2021.12.9 2:40,한식,208720.4468,442631.5981
280180,1,영업/정상,1,영업,서울특별시 강남구 역삼동 817-35번지 ,서울특별시 강남구 강남대로98길 16 3층 (역삼동),6129,벌툰 강남역점,I,2018.8.31 23:59,기타,202408.7498,444277.4436
476711,1,영업/정상,1,영업,서울특별시 강남구 역삼동 721-11,서울특별시 강남구 언주로81길 6 1층 (역삼동),6222,범골,U,2021.12.8 0:07,한식,203736.8096,444242.1555
282407,1,영업/정상,1,영업,서울특별시 강남구 신사동 662-17번지 휴빌딩 ,서울특별시 강남구 언주로172길 65 휴빌딩 지하1층 (신사동),6018,벙커,U,2019.9.20 2:40,한식,203385.2472,447184.0986
287627,1,영업/정상,1,영업,서울특별시 강남구 대치동 890-43번지 ,서울특별시 강남구 테헤란로70길 14-12 지하1층 (대치동),6193,벙커,I,2018.8.31 23:59,기타,204600.348,444671.0976
282259,1,영업/정상,1,영업,서울특별시 강남구 청담동 69-5 리유빌딩 ,서울특별시 강남구 학동로97길 41 리유빌딩 지하1층 (청담동),6072,벙커 695 (BUNKER 695),U,2021.7.9 2:40,외국음식전문점(인도태국등),204730.9327,446687.8443
289509,1,영업/정상,1,영업,서울특별시 강남구 청담동 99-20번지 퀸빌딩7층 ,서울특별시 강남구 압구정로 450 (청담동퀸빌딩7층),6015,베네디지오네,I,2018.8.31 23:59,경양식,203993.4993,447074.8508
286493,1,영업/정상,1,영업,서울특별시 강남구 청담동 19-19번지 ,서울특별시 강남구 선릉로148길 52 지상2층 (청담동),6064,베네베네,I,2018.8.31 23:59,외국음식전문점(인도태국등),203799.4573,446738.757
283254,1,영업/정상,1,영업,서울특별시 강남구 신사동 532-8번지 지상2층 ,서울특별시 강남구 압구정로12길 20 (신사동지상2층),6028,베네세레,I,2018.8.31 23:59,경양식,201905.9077,446719.3696
287876,1,영업/정상,1,영업,서울특별시 강남구 논현동 83-16번지 ,서울특별시 강남구 언주로133길 14 (논현동),6053,베니스,I,2018.8.31 23:59,한식,202937.2027,446020.892
287237,1,영업/정상,1,영업,서울특별시 강남구 역삼동 725-67번지 ,서울특별시 강남구 역삼로25길 32 1층 (역삼동),6223,베니티테이블,I,2018.8.31 23:59,기타,203411.2801,444010.4351
284845,1,영업/정상,1,영업,서울특별시 강남구 청담동 88-30번지 1층 2층 ,서울특별시 강남구 도산대로57길 13-2 (청담동1층 2층),6014,베라짜노,I,2018.8.31 23:59,경양식,203565.8108,446939.1289
285523,1,영업/정상,1,영업,서울특별시 강남구 논현동 202-2 지하2층 ,서울특별시 강남구 강남대로112길 28 (논현동지하2층),6120,베러댄스윗(Better Than Sweet),U,2021.2.17 2:40,분식,202287.6166,444831.2005
475011,1,영업/정상,1,영업,서울특별시 강남구 신사동 502-11 영일빌딩,서울특별시 강남구 강남대로 620 영일빌딩 지상1층 105-2호 (신사동),6035,베러댄커피,I,2021.12.6 21:01,기타,201684.7048,446105.859
282807,1,영업/정상,1,영업,서울특별시 강남구 논현동 12번지 ,서울특별시 강남구 논현로149길 65 지상1층 102호 (논현동),6039,베러디(betterd),I,2020.6.13 0:23,기타,202009.8641,446051.7754
291154,1,영업/정상,1,영업,서울특별시 강남구 청담동 86-6 옴므빌딩 ,서울특별시 강남구 선릉로152길 6 옴므빌딩 지하1층 B01호 (청담동),6014,베로나,U,2020.12.3 2:40,기타,203458.7582,446862.3728
282266,1,영업/정상,1,영업,서울특별시 강남구 삼성동 113-8 석수빌딩,서울특별시 강남구 봉은사로 434 석수빌딩 지상1층 (삼성동),6153,베르문도,U,2021.12.5 22:09,경양식,204133.5957,445418.5957
285675,1,영업/정상,1,영업,서울특별시 강남구 신사동 588-9번지 ,서울특별시 강남구 논현로152길 34 지하1층 (신사동),6026,베르베르,I,2018.8.31 23:59,경양식,202664.9537,446580.1748
280892,1,영업/정상,1,영업,서울특별시 강남구 신사동 502-7번지 지상1층 ,서울특별시 강남구 강남대로 622 (신사동지상1층),6035,베르체,I,2018.8.31 23:59,경양식,201664.9298,446119.2027
289346,1,영업/정상,1,영업,서울특별시 강남구 청담동 2-18번지 ,서울특별시 강남구 선릉로148길 21 1층 102호 (청담동),6062,베리블라썸 다이닝,I,2018.8.31 23:59,경양식,203586.2507,446725.6378
286350,1,영업/정상,1,영업,서울특별시 강남구 개포동 167-1번지 지상1층 ,서울특별시 강남구 선릉로10길 4-4 (개포동지상1층),6325,베리웰치킨,I,2018.8.31 23:59,한식,205306.9287,442313.7181
280112,1,영업/정상,1,영업,서울특별시 강남구 신사동 616-2번지 우미빌딩 ,서울특별시 강남구 압구정로 224 우미빌딩 1층 103호 (신사동),6023,베버샵(Bever Shop),I,2018.12.8 2:20,기타,202772.9683,447366.5394
294991,1,영업/정상,1,영업,서울특별시 강남구 청담동 88-8 1층,서울특별시 강남구 도산대로55길 16 (청담동1층),6014,베베르(Be Ber),U,2021.12.9 0:02,한식,203511.4942,446915.6254
281680,1,영업/정상,1,영업,서울특별시 강남구 신사동 526-17 ,서울특별시 강남구 압구정로4길 14-2 지상1층 (신사동),6027,베블(babble),I,2021.5.12 0:23,기타,201705.9541,446604.0821
281825,1,영업/정상,1,영업,서울특별시 강남구 논현동 108 논현웰스톤 ,서울특별시 강남구 학동로43길 38 지하2층 비201호 45호 (논현동 논현웰스톤),6059,베비스토어 논현,I,2021.5.30 0:22,한식,203292.307,446247.5115
281315,1,영업/정상,1,영업,서울특별시 강남구 논현동 221-7 한양수자인 어반게이트 ,서울특별시 강남구 봉은사로29길 35 지하2층 B201202호 주방25호 (논현동 한양수자인 어반게이트),6107,베비스토어 논현점,U,2021.6.26 2:40,외국음식전문점(인도태국등),202894.2962,445277.7231
281270,1,영업/정상,1,영업,서울특별시 강남구 삼성동 157-18 ,서울특별시 강남구 테헤란로83길 11 지하2층 주방12호 (삼성동),6168,베비스토어 삼성점,I,2020.11.6 0:23,기타,205011.5101,445106.4575
280065,1,영업/정상,1,영업,서울특별시 강남구 신사동 635-4 지미안빌딩 ,서울특별시 강남구 언주로168길 5 지미안빌딩 지하1층 (신사동),6017,베스트,U,2020.11.6 2:40,기타,202937.9598,447154.6991
284704,1,영업/정상,1,영업,서울특별시 강남구 역삼동 773-11번지 ,서울특별시 강남구 언주로69길 8 (역삼동),6226,베스트,I,2018.8.31 23:59,경양식,203875.402,443825.4468
469990,1,영업/정상,1,영업,서울특별시 강남구 역삼동 708-33 역삼동 벤처빌딩,서울특별시 강남구 테헤란로52길 21 역삼동 벤처빌딩 지하1층 B101호B102호중 1호 (역삼동),6212,베스트샐러드,I,2021.12.4 0:02,외국음식전문점(인도태국등),204222.8929,444524.8227
285160,1,영업/정상,1,영업,서울특별시 강남구 논현동 65-7번지 ,서울특별시 강남구 논현로150길 26 지하1층 (논현동),6049,베아트리체,I,2018.8.31 23:59,경양식,202640.0486,446362.0877
282134,1,영업/정상,1,영업,서울특별시 강남구 역삼동 700-30 ,서울특별시 강남구 언주로98길 22 지하1층 B102호 (역삼동),6147,베어스타코,U,2021.12.31 2:40,외국음식전문점(인도태국등),203788.0595,444728.2658
285383,1,영업/정상,1,영업,서울특별시 강남구 신사동 639-10 지하1층 ,서울특별시 강남구 언주로174길 23 (신사동지하1층),6017,베이글,U,2020.9.24 2:40,경양식,203104.8913,447340.5367
21779,1,영업/정상,1,영업,서울특별시 강남구 논현동 203,서울특별시 강남구 봉은사로 129-1 지상1층 102호 (논현동),6121,베이글코리아(주),I,2021.12.7 23:08,패밀리레스트랑,202422.4044,444877.2236
289277,1,영업/정상,1,영업,서울특별시 강남구 삼성동 162-22번지 ,서울특별시 강남구 봉은사로108길 5 1층 (삼성동),6170,베이비 기네스,I,2018.8.31 23:59,호프/통닭,205570.4706,445793.3915
282241,1,영업/정상,1,영업,서울특별시 강남구 신사동 664-8 삼희빌딩 ,서울특별시 강남구 선릉로 837 삼희빌딩 지하1층 (신사동),6018,베이스먼트원,I,2020.7.16 0:23,경양식,203471.5172,447181.18
286829,1,영업/정상,1,영업,서울특별시 강남구 논현동 68-15번지 ,서울특별시 강남구 도산대로34길 21 지상1층 101호 (논현동),6049,베이지(beige),I,2018.8.31 23:59,기타,202701.2773,446304.0324
285651,1,영업/정상,1,영업,서울특별시 강남구 논현동 88-4번지 ,서울특별시 강남구 논현로132길 24 (논현동),6052,베이직피자,I,2018.8.31 23:59,분식,202792.5597,445881.0737
283699,1,영업/정상,1,영업,서울특별시 강남구 삼성동 166-8번지 ,서울특별시 강남구 영동대로96길 37 (삼성동),6172,베이징,U,2018.9.20 23:59,한식,205724.8779,445498.7584
284733,1,영업/정상,1,영업,서울특별시 강남구 신사동 610-1번지 ,서울특별시 강남구 논현로 874 (신사동),6022,베이징덕,I,2018.8.31 23:59,중국식,202478.851,447147.9207
286540,1,영업/정상,1,영업,서울특별시 강남구 역삼동 725-9번지 지상1층 ,서울특별시 강남구 논현로86길 20 (역삼동지상1층),6223,베이징코야강남점,I,2018.8.31 23:59,중국식,203389.3178,444201.4393
281395,1,영업/정상,1,영업,서울특별시 강남구 신사동 657-37 신사동 C/K빌딩 ,서울특별시 강남구 도산대로53길 39 신사동 C/K빌딩 지상1층 (신사동),6018,베이커리 앤 커피 바이 쿤달(Bakery & Coffee by Kundal),U,2021.6.2 2:40,경양식,203369.4229,447066.7729
282217,1,영업/정상,1,영업,서울특별시 강남구 역삼동 672-27 ,서울특별시 강남구 테헤란로33길 20 1층 (역삼동),6139,베이크하우스 진,I,2020.8.15 0:23,기타,203391.2369,444556.5021
280539,1,영업/정상,1,영업,서울특별시 강남구 청담동 17-20 ,서울특별시 강남구 도산대로70길 12-4 지하1층 (청담동),6064,베이킷,U,2022.2.24 2:40,기타,203907.239,446723.2018
288442,1,영업/정상,1,영업,서울특별시 강남구 개포동 1234-8번지 ,서울특별시 강남구 개포로20길 24-10 1층 (개포동),6307,베지그린(Veg Green),I,2018.8.31 23:59,한식,204118.4764,441646.4277
288453,1,영업/정상,1,영업,서울특별시 강남구 도곡동 546-6번지 지상1층 ,서울특별시 강남구 도곡로18길 4 지상1층 (도곡동),6261,베짱이 커피집,I,2018.8.31 23:59,까페,203285.9287,443217.4604
281483,1,영업/정상,1,영업,서울특별시 강남구 대치동 953-22 대종빌딩 ,서울특별시 강남구 역삼로 521 대종빌딩 1층 101호 (대치동),6184,베카 프리미엄 델리샵,I,2020.9.9 0:23,외국음식전문점(인도태국등),205257.5043,444622.1257
289737,1,영업/정상,1,영업,서울특별시 강남구 청담동 4-1 지하1층 ,서울특별시 강남구 도산대로 442 지하1층 (청담동),6062,베키아에누보 커피로스터스 PNP점,U,2021.4.24 2:40,한식,203789.5881,446796.1283
285166,1,영업/정상,1,영업,서울특별시 강남구 청담동 4-1 지하1층 105호 ,서울특별시 강남구 도산대로 442 (청담동 지하1층 105호),6062,베키아에누보청담점,U,2021.5.12 2:40,경양식,203789.5881,446796.1283
475600,1,영업/정상,1,영업,서울특별시 강남구 논현동 176-24,서울특별시 강남구 논현로115길 10 지하1층 1호 (논현동),6117,베테랑 할매 손맛,U,2021.12.8 0:03,한식,202758.9873,445201.3268
286212,1,영업/정상,1,영업,서울특별시 강남구 신사동 660-12 지상1층 ,서울특별시 강남구 선릉로161길 32 지상1층 (신사동),6018,베트남쌀국수 포몬스 압구정로데오점 & 파리에 다녀온 치킨,U,2020.12.17 2:40,중국식,203274.6456,447279.5256
288172,1,영업/정상,1,영업,서울특별시 강남구 삼성동 140-22번지 ,서울특별시 강남구 선릉로 520 (삼성동),6161,베티,I,2018.8.31 23:59,경양식,204218.2378,444865.4208
289488,1,영업/정상,1,영업,서울특별시 강남구 삼성동 159-9번지 도심공항타워 지하2층 ,서울특별시 강남구 테헤란로87길 36 (삼성동),6164,벤또랑,I,2018.8.31 23:59,한식,205259.5276,445361.9371
282996,1,영업/정상,1,영업,서울특별시 강남구 청담동 96-26 ,서울특별시 강남구 압구정로80길 14 1층 지하1층 (청담동),6015,벤츠비 카패 레스토랑 앤 바,U,2021.2.28 2:40,경양식,203958.3316,446964.6212
280445,1,영업/정상,1,영업,서울특별시 강남구 논현동 117-6 ,서울특별시 강남구 학동로47길 5 지상1층 (논현동 강남구 민자유치 논현3호 주차장),6060,벤투스캐롬카페,U,2020.7.4 2:40,한식,203354.9411,446078.1574
288998,1,영업/정상,1,영업,서울특별시 강남구 도곡동 411-20 지상1층 103호 ,서울특별시 강남구 남부순환로 2738 지상1층 103호 (도곡동),6296,벤티프레소 매봉역점,U,2021.12.19 2:40,기타,203948.2701,442641.1222
286052,1,영업/정상,1,영업,서울특별시 강남구 역삼동 671-26번지 지상2층 ,서울특별시 강남구 테헤란로33길 23 (역삼동지상2층),6140,벨라,U,2019.10.31 2:40,경양식,203366.5576,444565.3321
280273,1,영업/정상,1,영업,서울특별시 강남구 역삼동 680번지 역삼아모제SK리더스뷰 ,서울특별시 강남구 봉은사로 302 역삼아모제SK리더스뷰 지하1층 (역삼동),6143,벨라비타 컨벤션,I,2018.10.28 2:37,뷔페식,203420.7054,445162.4108
286233,1,영업/정상,1,영업,서울특별시 강남구 대치동 896-50번지 ,서울특별시 강남구 테헤란로70길 28 지상1층 (대치동),6197,벨라식스(Bella Six),I,2018.8.31 23:59,기타,204686.0366,444623.8986
281587,1,영업/정상,1,영업,서울특별시 강남구 청담동 91-3 스페이스 청담(SPACE CHUNGDAM) ,서울특별시 강남구 선릉로152길 30 스페이스 청담(SPACE CHUNGDAM) 지상5층 (청담동),6016,벨레어 BELAIR,U,2022.3.19 2:40,경양식,203636.1893,446884.3207
289718,1,영업/정상,1,영업,서울특별시 강남구 역삼동 679-5번지 아주빌딩 ,서울특별시 강남구 테헤란로 201 아주빌딩 지상2층 (역삼동),6141,벨루가,I,2018.8.31 23:59,기타,203217.2459,444344.5347
282182,1,영업/정상,1,영업,서울특별시 강남구 신사동 508-12 ,서울특별시 강남구 강남대로158길 9 지상1층 101호 (신사동),6034,벨루치,I,2020.7.8 0:23,경양식,201677.2811,446297.9805
283510,1,영업/정상,1,영업,서울특별시 강남구 삼성동 58-2번지 3 ,서울특별시 강남구 영동대로 647 (삼성동3),6085,벨버드,I,2018.8.31 23:59,경양식,204936.5666,446389.8693
282633,1,영업/정상,1,영업,서울특별시 강남구 청담동 91-5,서울특별시 강남구 선릉로152길 34 지상7층 (청담동),6016,벨벳뮤지션,U,2021.12.4 22:02,감성주점,203677.8546,446890.6436
284697,1,영업/정상,1,영업,서울특별시 강남구 신사동 639-7번지 테맨빌딩1층 ,서울특별시 강남구 언주로174길 29 지상1층 (신사동 테맨빌딩),6017,벨벳티 진스(Velvety Jins),I,2018.8.31 23:59,경양식,203149.9804,447322.6626
286741,1,영업/정상,1,영업,서울특별시 강남구 청담동 91-3 지상1층 ,서울특별시 강남구 선릉로152길 30 지상1층 (청담동),6016,벨뷰,U,2021.11.25 2:40,경양식,203636.1893,446884.3207
280573,1,영업/정상,1,영업,서울특별시 강남구 삼성동 158-3번지 ,서울특별시 강남구 테헤란로83길 20 지하1층 (삼성동),6169,벨지움,I,2018.8.31 23:59,경양식,205027.5234,445174.6767
287379,1,영업/정상,1,영업,서울특별시 강남구 역삼동 638-17번지 ,서울특별시 강남구 논현로95길 30 1층 4호 (역삼동),6131,벼락 떡볶이,U,2019.6.19 2:40,기타,202895.8491,444424.1226
287720,1,영업/정상,1,영업,서울특별시 강남구 삼성동 152-11 ,서울특별시 강남구 테헤란로81길 60-5 지상1층 (삼성동),6166,벽돌집 60-5,U,2021.1.24 2:40,일식,204888.4045,445378.6428
283436,1,영업/정상,1,영업,서울특별시 강남구 청담동 118-4 1층 ,서울특별시 강남구 도산대로81길 25 1층 (청담동),6011,벽제갈비,U,2022.3.19 2:40,한식,204091.0375,447088.522
284779,1,영업/정상,1,영업,서울특별시 강남구 신사동 508-0번지 ,서울특별시 강남구 도산대로1길 36 (신사동),6034,변두리 비스트로,I,2018.8.31 23:59,분식,201670.6997,446319.62
290156,1,영업/정상,1,영업,서울특별시 강남구 자곡동 662번지 ,서울특별시 강남구 자곡로 204-5 근린생활시설동 1층 108호 (자곡동 강남지웰홈스),6373,별곱창,I,2018.8.31 23:59,한식,209253.7183,441349.1659
290393,1,영업/정상,1,영업,서울특별시 강남구 일원동 666-6번지 ,서울특별시 강남구 일원로9길 36 지상1층 101호 (일원동 동측),6343,별곱창이야기,I,2018.8.31 23:59,한식,207401.7145,443100.657
285711,1,영업/정상,1,영업,서울특별시 강남구 압구정동 456번지 ,서울특별시 강남구 압구정로 201 지상1층 1호 (압구정동 금강쇼핑),6004,별김밥 달수제비,I,2018.8.31 23:59,분식,202485.2265,447521.5203
